,pk,pre_nes_uid,Gender,DOB,DOB_reg,research_group,birth_place,birth_place_lat,birth_place_lng,current_residence_in_targetplace,current_residence,current_residence_lat,current_residence_lng,education_level,raised_in_targetplace,raised_place,generations_in_targetplace,time_away_from_targetplace,time_away_from_targetplace_elaboration,plan_to_live_in_targetplace,mother_tongue,mother_tongue_other,mother_tongue_itsComplicated,how_long_target,rate_target_speaking,rate_target_listening,formal_education_in_target,formal_education_elaboration,rate_polish_speaking,rate_polish_listening,know_other_languages,addLang_1,AL1c,addLang_1_rate_speaking,addLang_1_rate_listening,addLang_2,AL2c,addLang_2_rate_speaking,addLang_2_rate_listening,addLang_3,AL3c,addLang_3_rate_speaking,addLang_3_rate_listening,addLang_4,AL4c,addLang_4_rate_speaking,addLang_4_rate_listening,addLang_5,AL5c,addLang_5_rate_speaking,addLang_5_rate_listening,target_used_in_home,number_target_interlocuters,n_target_inter_reg,frequency_speaking_target,target_study_time,use_target_with_grandparents,use_target_with_parents,use_target_with_siblings,use_target_with_children,use_target_with_familyGathering,use_target_with_friends,use_target_with_neighbors,use_target_with_coworkers,use_target_with_businessActivities,use_target_with_romanticPartner,use_target_with_church,use_target_with_healthCare,use_target_with_shopping,use_target_with_socialMedia,use_target_with_elaboration,target_internal_dialogue,target_dreams,foreign_target_users,target_language_how_long,target_language_motivation,target_langauge_engagement,target_culture_engagement,parents_support_language_engagement,parents_support_culture_engagement,family_against_language_engagement,peers_against_langauge_engagement,people_against_elaboration,pride_speaking_target,shame_speaking_target,avoids_target,avoids_target_elaboration,target_speaker_criticism,locals_should_target,target_taught_to_schoolChildren,target_transmission_important,anything_to_add
41,64,,female,1987-08-03,1987-08,csb,Bytów,54.168889,17.489445,FALSE,Jezierze,54.25458,17.191452,post Master education,True,Jezierze,3+,False,,definitely yes,polish,,,,5,7,b1,Poziom mojej formalnej edukacji odpowiada moim rzeczywistym zdolnościom w tym momencie.,9,9,True,niemiecki,German,5,5,francuski,French,3,4,,,,,,,,,,,,,often,3,3,everyday,3-4 hours/week,likely,very likely,very likely,very likely,very likely,likely,maybe,likely,unlikely,unlikely,very unlikely,very unlikely,very unlikely,likely,,sometimes,never,strongly agree,5 lat,Chęć zdobycia nowego doświadczenia zawodowego w tej dziedzinie.,7,7,they like it,they support it,no one,> one person,,always,never,False,,constructively,strongly agree,strongly agree,strongly agree,
42,65,,male,1994-10-03,1994-10,csb,Starogard Gdański,53.968056,18.530833,TRUE,Pinczyn,53.962952,18.345844,finished Master,False,Pinczyn,NA,True,"Mieszkam na Kociewiu, interesuje się językiem kulturą kaszubską",I don't know,polish,,,,3,6,none,"Nie dotyczy, jestem samoukiem, najlepiej język kaszubski rozumiem w formie pisanej ponieważ uczyłem się z internetu i czasopism a ze zrozumiem mówionego języka mam problemy mimo że znam poprawną wymowę",9,9,True,Angielski,English,7,8,Rosyjski,Russian,4,6,Niemiecki,German,3,5,Japoński,Japanese,3,4,,,,,never,0,0,rarely,2-3 hours/week,never,never,never,maybe,never,maybe,never,maybe,very unlikely,maybe,maybe,very unlikely,unlikely,very likely,Nie mieszkam w otoczeniu gdzie język kaszubski jest używany wiec styczność z nim mam głównie w internecie,sometimes,never,strongly agree,Od 5 miesiecy,"Czułem że jako rodowity mieszkaniec Pomorza powinienem znać ten język aby w pełni móc utożsamiać się jako mieszkaniec tych ziem mimo że nie mieszkam na Kaszubach, oraz dlatego że imponowało mi to jak bardzo rozwinięta jest standaryzacja tego tego języka, że posiada swoją własną ortografie oraz wydawane są w tym języku czasopisma i książki co bardzo ułatwiało kontakt i ćwiczenie tego języka, bo właśnie kontakt z czasopismem kaszubskim był dla mnie impulsem",7,6,they are neutral,they are neutral,one person,no one,"Kociewiacy jako najbliżsi sąsiedzi Kaszubów maja sporo żartów i uprzedzeń do Kaszubów, dlatego wole się nie afiszować ze swoim zaangażowaniem w kulturę i język kaszubski",often,never,False,,constructively,neutral,neutral,strongly disagree,Fascynuje mnie podział który zauważam wśród działaczy kaszubskich gdzie starsze pokolenie nieustannie podkreślają należność Kaszub do państwa polskiego i promują inkluzywność a najmłodszym pokoleniem gdzie ci aktywni działacze często mają postawy czysto nacjonalistyczne a czasem nawet separatystyczne i obie te grupy nie szczędzą sobie wzajemnej krytyki
43,66,,female,1985-11-14,1985-11,csb,Gdańsk,54.349722,18.653611,TRUE,Gdańsk,54.349722,18.653611,post Master education,True,Gdańsk,3+,False,,definitely yes,polish,,,,5,9,c1,"Bardzo dobrze piszę po kaszubsku, czytam bez zarzutu, ale nie czuję się pewna w spontanicznym mówieniu (a tego chyba dotyczy badanie :)).",9,9,True,angielski,English,5,7,niemiecki,German,2,3,hiszpański,Spanish,2,3,rosyjski,Russian,2,4,,,,,sometimes,"Prawie codziennie piszę. Mówię, gdy muszę - względy zawodowe. Z różnymi osobami, ale w domu tylko z chłopã (jak so wëpijemë ;) ).",101,a few times per week,<9 hours/week,never,never,never,very likely,likely,likely,maybe,very likely,unlikely,very likely,maybe,unlikely,maybe,very likely,"Ja tu jestem najwyraźniej o pokolenie starsza od waszego modelowego użytkownika; moi dziadkowie nie żyją, a rodzice są w wieku modelowych dziadków, ale kaszubski nie jest dla nich wartością (pokolenie, któremu wtłaczano do głowy, że kaszubski jest czymś obciachowym). Mój 11-letni syn uczy się kaszubskiego w szkole i czasem, głównie w ramach ćwiczeń, mówię do niego po kaszubsku.",sometimes,never,agree,"Aktywnie uczę się trzeci rok, choć w 2005 r. brałam udział w lektoracie KS Pomeranii.","Jestem językoznawcą polonistką o kaszubskim pochodzeniu i czułam się moralnie zobligowana, żeby nauczyć się kaszubskiego. Jak językoznawca z Pomorza (rdzenna Pomorzanka) może nie znać języka kaszubskiego?!",6,5,they are neutral,they are neutral,no one,no one,"Do poprzedniego ekranu: ja mam prawie 40 lat i od kilkunastu nie mieszkam z rodzicami, więc pytanie mnie o ich nastawienie do moich zainteresowań kaszubskim nie ma większego sensu. Nie jestem nawet pewna, czy moi rodzice w ogóle wiedzą, że studiuję etnofilologię ;) Mogę natomiast powiedzieć, że w 2005 r. fakt, że poszłam na lektorat kaszubskiego, przyjęli z uśmiechem politowania (nie byli przeciwni ani nie byli wspierający).",sometimes,never,False,,constructively,agree,agree,agree,"Przy niektórych pytaniach zabrakło okienka na uwagi. Mam wrażenie, że ten kwestionariusz był kierowany do ludzi ze 20 lat ode mnie młodszych - bez możliwości zapisywania na bieżąco stosownych komentarzy niektóre moje odpowiedzi nie oddają rzeczywistości."
44,67,,female,2000-04-01,2000-04,csb,Szubin,53.007478,17.73349,TRUE,Gdańsk,54.349722,18.653611,not finished Bachelor,False,W Szubinie,0,True,"Do 20 roku życia wychowywałam się poza Kaszubami, dopiero później przeprowadziłam się do Gdańska.",probably yes,polish,,,,8,9,b2,"Myślę, że tak, ponieważ studiuję etnofilologię kaszubską od 2 lat.",9,9,True,angielski,English,6,7,,,,,,,,,,,,,,,,,never,19,19,everyday,<9 hours/week,never,never,never,very likely,never,very likely,very unlikely,maybe,unlikely,maybe,never,never,very unlikely,maybe,,often,never,strongly agree,od 2 lat,"Z przypadku, ale jest dobrze.",5,5,they are neutral,they are neutral,> one person,no one,Ludzie spoza Kaszub nie rozumieją moich chęci nauki tego języka.,very often,never,False,,constructively,strongly agree,strongly agree,strongly agree,
45,68,,female,2001-07-27,2001-07,csb,Wejherowo,54.601667,18.238333,TRUE,Łebieńska Huta,54.434608,18.172384,not finished Bachelor,True,Łebieńska Huta,3+,False,,definitely yes,complicated,,"Polski i kaszubski były dla mnie równocześnie używany. Polski używałam w szkole i z rówieśnikami, a kaszubski w domu.",,9,9,c1,"Uczyłam się w szkole, pisałam maturę, studiuję etnofilologię kaszubską- jest dobrze.",9,9,True,angielski,English,4,5,,,,,,,,,,,,,,,,,very often,45,45,everyday,<9 hours/week,never,always,always,maybe,very likely,very likely,very likely,never,never,maybe,unlikely,very unlikely,likely,likely,Moi dziadkowie nie żyją.,often,never,strongly agree,od 7 roku życia,Poszłam na kaszubski bo wycieczki były za darmo.,7,6,they strongly support it,they like it,no one,no one,,always,never,False,,constructively,strongly agree,agree,strongly agree,
46,70,,female,1999-07-29,1999-07,csb,Niedamowo,54.0625,18.093611,TRUE,Niedamowo,54.0625,18.093611,not finished Master,True,Niedamowo,3+,False,,definitely yes,polish,,,,9,9,c2,"Zdecydowanie odpowiada, na każdym etapie edukacji uczono mnie wiedzy o Kaszubach, gramatyki, pisania i mówienia.",9,9,True,angielski,English,5,5,,,,,,,,,,,,,,,,,never,ponad 100,101,a few times per week,<9 hours/week,never,maybe,unlikely,very likely,likely,very likely,unlikely,likely,unlikely,very likely,very unlikely,very unlikely,unlikely,very likely,,very often,often,strongly agree,od 10 lat,"Chciałam dowiedzieć się o rejonie i języku Kaszub, gdzie mieszkam.",7,7,they strongly support it,they strongly support it,no one,no one,"Przyjaciele są bardzo zafascynowani, kiedy opowiadam im o kaszubskich i z chęcią o tym słuchają.",always,never,False,,never,agree,agree,strongly agree,
47,71,,male,1998-10-03,1998-10,csb,Kościerzyna,54.121111,17.9775,TRUE,Nowy Klincz,54.121354,18.033403,not finished Bachelor,True,Nowy Klincz,3+,False,,definitely yes,polish,,,,5,7,c1,"Czuję prawie adekwatnie. Piszę słabo, mówię dobrze.",9,9,False,,,,,,,,,,,,,,,,,,,,,sometimes,15,15,a few times per week,2-3 hours/week,maybe,very unlikely,unlikely,likely,very unlikely,maybe,never,unlikely,very unlikely,very likely,likely,never,never,maybe,,very often,never,strongly agree,3 lata,"Chęć używania języka, praca w szkole.",7,8,they are neutral,they like it,no one,no one,,sometimes,sometimes,True,-,never,agree,strongly agree,strongly agree,
48,72,,male,2000-02-25,2000-02,csb,Gdańsk,54.349722,18.653611,TRUE,Pruszcz Gdański,54.262386,18.636819,not finished Bachelor,False,Pruszcz Gdański,NA,True,Wychowałem się na żuławach,definitely yes,polish,,,,9,9,c1,"Uważam, że tak. Etnofilologia kaszubska to kierunek, na którym wielką wagę przywiązuje się do nauki języka kaszubskiego. Między innymi dlatego, że wykłady odbywają się w kameralnych grupach. Obecnie na moim roku jest 6 osób.",9,9,True,Angielski,English,7,6,Niemiecki,German,6,5,,,,,,,,,,,,,never,50,50,a few times per week,<9 hours/week,never,never,very unlikely,maybe,never,likely,unlikely,very likely,likely,very unlikely,likely,never,likely,very likely,,very often,very often,strongly agree,Półtora roku,Ciekawość tego (na skalę polską i polskie prawo) fenomenu. Fascynacja.,9,8,they like it,they are neutral,> one person,> one person,"Często spotykam się z niezrozumieniem. Często pojawiają się się pytania, po co to robię. Wielu znajomych postrzega kaszubskość jako tylko i wyłącznie folklor i wieś, co w mojej opinii jest krzywdzącym stereotypem.",always,never,False,,constructively,strongly agree,neutral,strongly agree,
49,75,,female,2005-01-17,2005-01,csb,Kartuzy,54.333611,18.202778,TRUE,Gowidlino,54.325392,17.793033,not finished secondary school,True,Gowidlino,3+,False,,probably yes,polish,,,,4,9,none,.,9,9,True,Angielski,English,3,4,,,,,,,,,,,,,,,,,sometimes,2,2,rarely,2-3 hours/week,likely,unlikely,maybe,unlikely,unlikely,unlikely,maybe,unlikely,very unlikely,maybe,maybe,very unlikely,maybe,very unlikely,,sometimes,never,agree,"9 lat-nauka, używanie-od urodzenia","Podoba mi się to, że nie sam język kaszubski jest bogaty, ale również historia, literatura i kultura  Kaszub jest bardzo interesująca. Kaszubskie koła oraz instytucje często organizują również warte uwagi konkursy, festyny spotkania itp.",4,7,they strongly support it,they strongly support it,one person,one person,,often,never,False,,never,agree,neutral,agree,.
50,76,,female,2002-02-05,2002-02,csb,Kartuzy,54.333611,18.202778,TRUE,Nowa Wieś Przywidzka,54.232775,18.269633,not finished secondary school,True,Nowa Wieś Przywidzka,3+,False,,probably yes,polish,,,,5,8,none,Tak,9,9,True,Angielski,English,5,5,Hiszpański,Spanish,4,4,Niemiecki,German,3,3,,,,,,,,,sometimes,3,3,once per week,>1 hour/week,very likely,maybe,unlikely,maybe,maybe,unlikely,unlikely,unlikely,very unlikely,maybe,maybe,unlikely,unlikely,unlikely,,sometimes,never,agree,Od 1 klasy szkoły podstawowej,"W szkole podstawowej na kaszubski chodziły wszystkie dzieci. W szkole ponadpodstawowej kontynuuje naukę, ponieważ chcę się uczyć i interesuje mnie ten język.",5,5,they like it,they like it,no one,no one,,sometimes,never,False,,never,neutral,neutral,agree,
51,77,,female,2005-04-16,2005-04,csb,Gdańsk,54.349722,18.653611,TRUE,Kartuzy,54.333611,18.202778,finished middleschool,True,Kartuzy,NA,False,,I don't know,polish,,,,4,6,b2,Tak,9,9,True,Angielski,English,6,6,,,,,,,,,,,,,,,,,sometimes,4,4,a few times per week,>1 hour/week,likely,never,unlikely,never,very unlikely,never,very unlikely,never,never,never,never,never,never,never,Nie,sometimes,never,agree,3,Rodzina,5,5,they are neutral,they are neutral,no one,one person,Nie,sometimes,sometimes,True,Nie,never,neutral,disagree,agree,Nie
52,80,,male,2004-07-11,2004-07,csb,Łyśniewo Sierakowickie,54.349167,17.811667,TRUE,Łyśniewo Sierakowickie,54.349167,17.811667,not finished secondary school,True,Łyśniewo Sierakowickie,3+,False,,probably no,polish,,,,4,5,none,Nie miałem właściwej klasyfikacji swojej znajomości więc nie mogę się wypowiedzieć,8,9,True,Angielski,English,8,9,,,,,,,,,,,,,,,,,never,3,3,once per week,1-2 hours/week,likely,never,never,never,maybe,never,unlikely,never,never,never,very unlikely,never,never,never,,never,never,agree,Uczę się od ok. 7 lat jednak nie używam go aktywnie,Ciekawość i chęć do kontynowania języka używanego przez moich przodków,2,3,they are neutral,they are neutral,no one,no one,,sometimes,never,False,,constructively,neutral,neutral,agree,
53,81,,male,2000-01-01,2000-01,csb,Londyn,,,TRUE,Mirachowo,54.394265,18.0271,not finished secondary school,True,Przyrowie,3+,False,,definitely yes,complicated,,"Kaszubski, angielski, hiszpański, polski",,5,7,none,.,9,9,True,Angielski,English,9,9,Hiszpański,Spanish,5,7,,,,,,,,,,,,,often,10,10,everyday,>1 hour/week,never,likely,likely,never,very likely,maybe,likely,unlikely,never,maybe,never,never,maybe,very unlikely,,sometimes,never,strongly agree,8 lat,Ciekawość,5,3,they strongly support it,they strongly support it,no one,no one,,very often,sometimes,False,,never,neutral,disagree,agree,
54,83,,female,2000-01-01,2000-01,csb,Kielce,54.333611,18.202778,FALSE,Kielce,50.871737,20.631493,finished secondary school,True,Kielce,3+,False,,definitely yes,polish,,,,4,7,a2,Moje umiejętności są wyższe niż poziom edukacji,9,9,True,Angielski,English,5,5,Niemiecki,,3,3,Francusku,French,6,6,Włoski,Italian,7,7,Hiszpański,Spanish,5,5,always,3,3,everyday,1-2 hours/week,never,likely,maybe,very likely,maybe,very likely,never,maybe,unlikely,likely,likely,maybe,maybe,never,,never,never,strongly agree,18 lat,Chęć podtrzymania tradycji,5,5,they are neutral,they are neutral,no one,no one,,sometimes,never,False,,never,strongly agree,strongly agree,strongly agree,
55,84,,male,2005-03-16,2005-03,csb,Gdańsk,54.349722,18.653611,TRUE,Przyjaźń,54.306062,18.393327,finished middleschool,True,Przyjaźń,3+,False,,definitely yes,polish,,,,4,8,b1,Tak,9,9,False,,,,,,,,,,,,,,,,,,,,,sometimes,5,5,a few times per week,1-2 hours/week,maybe,maybe,maybe,maybe,maybe,maybe,maybe,maybe,maybe,likely,likely,very unlikely,maybe,maybe,,sometimes,never,agree,5 lat,Szkoła,5,5,they are neutral,they are neutral,one person,no one,,often,sometimes,False,,constructively,strongly agree,agree,strongly agree,
56,86,,female,2002-05-09,2002-05,csb,Gdańsk,54.349722,18.653611,TRUE,Kartuzy,54.333611,18.202778,not finished secondary school,True,Miechucino,3+,False,,definitely yes,polish,,,,9,9,c2,"Mysle ze tak, rozwijam się",9,9,True,Hiszpański,Spanish,6,7,Rosyjski,Russian,2,3,Łaciński,Latin,1,4,,,,,,,,,always,20,20,most of the time,1-2 hours/week,always,always,always,maybe,likely,likely,very likely,likely,very unlikely,very likely,unlikely,very unlikely,very unlikely,very unlikely,,sometimes,never,agree,Całe życie,Chęć nauczenia się języka regionalngeo używanego przez znajomych i rodzinę,7,7,they support it,they support it,no one,no one,,always,never,False,,never,agree,neutral,strongly agree,
57,87,,female,2004-04-20,2004-04,csb,Kartuzy,54.333611,18.202778,TRUE,Kartuzy,54.333611,18.202778,not finished secondary school,True,Kolonia,3+,False,,definitely yes,polish,,,,9,9,c1,Tak,9,9,True,Angielski,English,4,7,Niemiecki,German,4,7,Francuski,French,2,4,,,,,,,,,very often,20,20,a few times per week,>1 hour/week,always,very likely,very likely,maybe,very likely,very unlikely,very likely,never,never,unlikely,maybe,never,never,never,,never,never,strongly agree,18,"Rodzina, znajomi, chęć podtrzymania tradycji",6,8,they like it,they like it,no one,no one,,very often,sometimes,False,,constructively,strongly agree,strongly disagree,strongly agree,
58,88,,female,2004-04-21,2004-04,csb,Kartuzy,54.333611,18.202778,TRUE,Staniszewo,54.395563,18.07794,not finished secondary school,True,Staniszewo,3+,False,,probably yes,polish,,,,4,7,a2,"Wydaje mi się, że moje zdolności są adekwatne to poziomu edukacji.",9,9,True,Angielski,English,5,7,Francuski,French,4,3,Niemiecki,German,2,3,,,,,,,,,often,2,2,rarely,>1 hour/week,maybe,very unlikely,never,very unlikely,likely,very unlikely,never,never,never,never,unlikely,never,never,never,,never,never,strongly agree,8 lat,Większość osób z rodziny uczyło się języka kaszubskiego. Z ciekawości też zdecydowałam się zapisać na zajęcia.,5,5,they are neutral,they are neutral,no one,no one,,sometimes,never,False,,never,strongly agree,neutral,agree,
59,89,,male,1990-08-28,1990-08,csb,Kartuzy,54.333611,18.202778,TRUE,Kartuzy,54.333611,18.202778,not finished secondary school,True,Kartuzy,3+,False,,definitely yes,kashubian,,,,6,6,b1,Tak,8,8,True,Rosyjski,Russian,4,4,Angielski,English,7,9,Niemiecki,German,4,4,,,,,,,,,always,--,,everyday,2-3 hours/week,likely,likely,never,maybe,maybe,likely,unlikely,unlikely,very unlikely,very likely,likely,unlikely,maybe,maybe,,sometimes,never,neutral,9,Mama,7,7,they support it,they support it,one person,> one person,,very often,never,True,Wydaje się to dla niektórych dziwne,constructively,agree,agree,strongly agree,
60,92,,male,2000-05-05,2000-05,csb,przodkowo,54.379921,18.291736,TRUE,przodkowo,54.379921,18.291736,not finished secondary school,True,przodkowo,NA,False,,probably yes,polish,,,,3,6,none,nie bo jej nie posiadam,9,9,True,angielski,English,9,9,francuski,French,3,3,,,,,,,,,,,,,sometimes,1,1,a few times per week,>1 hour/week,maybe,likely,very unlikely,very unlikely,maybe,never,never,never,never,maybe,maybe,maybe,maybe,maybe,,never,never,strongly agree,nie wiem,aby ojcu było miło,3,4,they are neutral,they are neutral,no one,no one,,never,never,False,,constructively,neutral,neutral,agree,
61,96,,female,1982-10-14,1982-10,ru,Gdańsk,54.349722,18.653611,,Warszawa,54.113036,17.332904,finished Master,,,,,,definitely no,polish,,,,3,3,none,Nie ukończyłam nauki na poziomie formalnym,9,9,True,Angielski,English,9,9,Włoski,Italian,2,2,,,,,,,,,,,,,never,2,2,rarely,>1 hour/week,,,,,,,,,,,,,,,,sometimes,sometimes,,2 lata,Dla własnej satysfakcji,,,,,,,,,,,,,,,,"Nie, dziękuję"
62,97,,female,1983-12-20,1983-12,ru,Gostynin,52.429113,19.461928,,Warszawa,54.113036,17.332904,post Master education,,,,,,definitely no,polish,,,,7,9,c2,Poziom formalnej edukacji w tym momencie oddaje moje rzeczywiste zdolności. Jest to jednak zasługa codziennego posługiwania się językiem rosyjskim na potrzeby pracy zawodowej. Po ukończeniu studiów magisterskich moje umiejętności praktyczne były zdecydowanie niższe niż formalne.,9,9,True,Angielski,English,8,9,,,,,,,,,,,,,,,,,never,3,3,a few times per week,1-2 hours/week,,,,,,,,,,,,,,,,sometimes,never,,15 lat,"Chęć nauki kolejnego języka obcego, zapotrzebowanie na pracowników posługujących się rosyjskim (w latach 2010).",,,,,,,,,,,,,,,,
63,99,,female,1985-01-31,1985-01,de,Piła,53.147559,16.739538,,Wrocław,51.10998,17.031977,post Master education,,,,,,probably no,polish,,,,7,8,c1,Od 5 lat już nie posługuje się językiem niemieckim.,9,9,True,Angielski,English,8,8,,,,,,,,,,,,,,,,,never,1,1,rarely,>1 hour/week,,,,,,,,,,,,,,,,sometimes,sometimes,,"Uczyłam się prze ok 10 lat,","Lubiłam niemiecki, chciałam studiowac w Niemczech",,,,,,,,,,,,,,,,
64,100,70112622,male,1993-07-04,1993-07,wym,Wilamowice,49.916321,19.152736,TRUE,Wilamowice,49.916321,19.152736,post Master education,True,Wilamowice,2,True,"Od urodzenia do studiów wyłącznie Wilamowice, później mieszkałem w Krakowie, Warszawie i Wiedniu, ale cały czas utrzymuję kontakty z Wilamowicami.",probably yes,wymysorys,,,,9,9,none,"Jestem native speakerem, nigdy się nie uczyłem, tylko uczyłem kogoś.",7,7,True,śląski,Silesian,7,7,niemiecki,German,8,8,czeski,Czech,6,6,angielski,English,6,6,niderlandzki,Dutch,4,5,often,10,10,a few times per week,<9 hours/week,very likely,unlikely,unlikely,likely,likely,very likely,very likely,very likely,maybe,likely,maybe,very unlikely,maybe,very likely,,always,very often,strongly agree,od urodzenia,"1. Po wilamowsku łatwiej mi się mówi
2. Nie lubię języka polskiego i wielu rzeczy, które składają się na polskość
3. Język wilamowski jest dla mnie ważną częścią mojej tożsamości",9,9,they don't like it,they don't like it,> one person,> one person,"Ich postawy można podzielić na 3 rodzaje
1. Zajmij się czymś innym, to da ci więcej pieniędzy
2. Masz rację w tym co robisz, ale Polacy mogą Cię skrzywdzić, bo są nacjonalistami.
3. Jesteś zdrajcą narodu polskiego.",very often,never,False,,never,strongly agree,agree,strongly agree,"Najwięcej przykrości spotyka mnie z powodu skrzyżowania polskiego nacjonalizmu, również zinternalizowanej Wilamowianofobii jak i homofobii."
65,101,,female,1997-10-31,1997-10,ru,Wałcz,53.273004,16.467365,,Kraków,50.061781,19.93737,finished Master,,,,,,probably yes,polish,,,,4,6,b2,"Nie do końca, była to nauka na dwuletnich studiach magisterskich, przy częstotliwości zajęć 1,5 h w tygodniu. Ciężko w ten sposób dojść do mocnego poziomu b2.",8,9,True,Angielski,English,6,7,Francuski,French,2,2,Włoski,Italian,2,4,,,,,,,,,never,5,5,rarely,3-4 hours/week,,,,,,,,,,,,,,,,sometimes,never,,3,"To była w sumie spontaniczna decyzja. Miałam znajomych, którzy uczyli się tego języka, znałam wiele osób rosyjskojęzycznych, znajomość tego rosyjskiego wydawała mi się przydatna i dająca różne możliwości, jeśli chodzi o perspektywy przyszłej pracy. Dodatkowo pisałam pracę licencjacką o obszarze, na którym rosyjski jest używany - język pomógł mi w szukaniu materiałów. Podjęłam więc kolejne studia związane z nauką tego języka.",,,,,,,,,,,,,,,,
66,102,,male,1997-07-21,1997-07,ru,Kraków,50.061781,19.93737,,Kraków,50.061781,19.93737,finished Master,,,,,,probably yes,polish,,,,5,8,b2,"Nie do końca, bowiem materiał opierał się głównie o część gramatyczną, ale jednocześnie przy użyciu materiałów z obszaru nauki czy mediów, była to więc specyficzna nauka, gdzie nie uczono o tym jak zarezerwować pokój w hotelu, ale można było dyskutować o obecnej sytuacji w Czeczenii",8,9,True,Angielski,English,6,7,Niemiecki,German,2,2,Kazachski,Kazakh,2,2,,,,,,,,,never,4,4,once per week,1-2 hours/week,,,,,,,,,,,,,,,,sometimes,never,,Od 5 lat,"1. Od podstawówki (4 klasa) chciałem uczyć się języka rosyjskiego
2. Podjąłem taki kierunek na studiach, gdzie nauka języka rosyjskiego jest obowiązkowa",,,,,,,,,,,,,,,,
67,103,70120213,female,2000-05-10,2000-05,wym,Wilamowice,49.916321,19.152736,TRUE,Wilamowice,49.916321,19.152736,finished Bachelor,True,Wilamowice,NA,False,,I don't know,polish,,,,3,5,none,"Nikt nigdy mi nie powiedział na jakim poziomie posługuję się wilamowskim. Nie wiem, czy zajęcia w których brałam udział, można uznać za formalne.",9,9,True,angielski,English,7,8,hiszpański,Spanish,7,8,,,,,,,,,,,,,never,1-3,3,rarely,>1 hour/week,never,never,never,very unlikely,never,very unlikely,very unlikely,never,never,very unlikely,very unlikely,never,very unlikely,maybe,"Gdyby moi dziadkowie ze strony mamy żyli, to bym rozmawiała z nimi po wilamowsku bardzo często, o ile by chcieli, bo to był ich pierwszy język.",never,never,strongly agree,Od 2014 roku.,Chciałam nauczyć się języka przodków. Chciałam pomóc go ocalić.,2,2,they like it,they like it,no one,no one,,always,never,False,,never,strongly agree,strongly agree,strongly agree,
68,104,80092130,male,1999-03-27,1999-03,wym,Wilamowice,49.916321,19.152736,TRUE,Wilamowice,49.916321,19.152736,finished Bachelor,True,Wilamowice,3+,True,Mieszkam w miejscowości od urodzenia,definitely yes,polish,,,,3,6,none,Raczej tak. Dużo rozumiem ale sam mam problemy z mówieniem,9,9,True,Angielski,English,9,9,Japoński,Japanese,4,7,,,,,,,,,,,,,never,2,2,rarely,>1 hour/week,maybe,never,likely,likely,very unlikely,very likely,unlikely,very unlikely,very unlikely,maybe,very unlikely,very unlikely,maybe,likely,,sometimes,sometimes,strongly agree,Od ok. 8 lat,"Kontakty społeczne, ciekawość",5,8,they like it,they strongly support it,no one,no one,,always,never,False,,constructively,agree,neutral,agree,
